name,address,city,state,postal,owner,phone,website
Enterprise Wholesale Inc,PO Box 311625,Enterprise,AL,36331-1625,Charles Thompson,(334) 347-7033,WWW.ENTERPRISEWHOLESALEAL.COM
Pfeffer Floor Covering Inc,PO Box 503,Bay Minette,AL,36507-0503,Frederick Pfeffer,(251) 937-2189,WWW.PFEFFERFLOORS.COM
Wall To Wall Interiors Inc,1532 Gulf Shores Pkwy,Gulf Shores,AL,36542-3414,Julie Julka,(251) 968-7602,WWW.WALLTOWALLINT.COM
Orrs Floor LLC,PO Box 506,Lillian,AL,36549-0506,Frank Orr,(856) 455-1126,WWW.ORRSFLOORS.COM
Bruce Office Systems Supply,PO Box 2345,Orange Beach,AL,36561-2345,D Bruce,(251) 974-5553,WWW.BRUCEENTERPRISES.COM
B & L Flooring,6581 Barnes Rd,Theodore,AL,36582-6003,Neil Rouse,(251) 653-6576,WWW.BLFLOORING.COM
Payless Carpets and Flrg Inc,2818 Government Blvd,Mobile,AL,36606-2616,Mickey Goneke,(251) 476-5114,WWW.PAY-LESSFLOORING.COM
Carpet Factory Outlet,6228 Brandy Run Rd N,Mobile,AL,36608-3356,Julie Cooper,(251) 344-5453,WWW.COOPERS.COM
Sanders Hyland Corporation,PO Box 6039,Mobile,AL,36660-0039,Michael Sanders,(251) 661-1952,WWW.SANDERSHYLAND.COM
L A Carpet Broker Inc,776 Lakeside Dr,Mobile,AL,36693-5114,Bruce Mckittrick,(251) 666-4733,WWW.LACARPETBROKER.COM
Gibson Flooring,1012 Mary Watson Rd,Ashland City,TN,37015-5201,Chris Gibson,(615) 792-5815,WWW.GIBSONFLOORING.COM
Watson Floor Gallery,1850 General George Patto,Franklin,TN,37067,Johnny Watson,(615) 371-1112,WWW.WATSONFLOORGALLERY.COM
Carpet Den Interiors,264 Mallory Station Rd,Franklin,TN,37067-8259,Rick Cormick,(615) 771-0128,WWW.CARPETDEN.COM
Clean Quik Carpets,5462 Lickton Pike,Goodlettsville,TN,37072-9133,James Hickman,(615) 876-9935,WWW.CLEANQUIKCARPETSERVICE.COM
Kevco Carpets & Vinyl Inc,3520 Central Pike Ste 104,Hermitage,TN,37076-2076,Kevin Early,(615) 871-0001,WWW.KEVCOCARPET.COM
Designer Carpets Inc,1010 W Main St,Lebanon,TN,37087-3302,Johnny Bush,(615) 453-3000,WWW.DESIGNERCARPETS.COM
Mill End Carpets,1248 Gallatin Pike S,Madison,TN,37115-4613,Wallace Medlin,(615) 612-7847,WWW.MILLENDCARPETS.COM
Southern Seamless Floors Inc,PO Box 606,Pleasant View,TN,37146-0606,Daniel Brink,(615) 746-8254,WWW.TNETS.NET
Christopher Cole Jones,2683 Clayton Arnold Rd,Thompsons Station,TN,37179-9274,Christopher Jones,(615) 400-3114,WWW.EXTREMEFLOORING.COM
J & J Interiors Inc,PO Box 41458,Nashville,TN,37204-1458,James Crump,(615) 742-3939,WWW.JNJINTERIORS.COM
Johnson Flooring,833 Woodmont Blvd,Nashville,TN,37204-3406,Dan Johnson,(615) 383-6942,WWW.JOHNSONFLOORING.COM
All Commercial Floors Inc,2933 Armory Dr,Nashville,TN,37204-3703,Kevin Jones,(615) 742-7465,WWW.ALLCOMMERCIALFLOORS.COM
Idlewild Design Inc,4511 Granny White Pike,Nashville,TN,37204-4119,Paul Haley,(615) 279-0043,WWW.IDLEWILDDESIGN.COM
Carpet Remnants LLC,4109 Colorado Ave,Nashville,TN,37209-4731,Julie Campbell,(615) 259-2208,WWW.CARPETREMNANTS.COM
Nashville Carpet Center Inc,515 4th Ave S,Nashville,TN,37210-2017,Van Gilmore,(615) 244-9591,WWW.NASHVILLECARPET.COM
Corlew And Perry Flooring,3017 Nolensville Pike,Nashville,TN,37211-2393,Charles Armour,(615) 832-0320,WWW.CORLEWANDPERRYFLOORING.COM
J T J Commercial Interiors Inc,200 Shady Grove Dr,Nashville,TN,37214-2103,Troy Clairday,(615) 872-9363,WWW.JTJCOMMERCIALINTERIORS.COM
Harbs Oriental Rug Service,PO Box 150294,Nashville,TN,37215-0294,Robert Howell,(615) 297-0945,WWW.NASHVILLERUGS.COM
Licra,PO Box 17381,Nashville,TN,37217-0381,Terrin Mercer,(615) 333-0156,WWW.LICRANASHVILLE.COM
Designer Floors,8200 Highway 100,Nashville,TN,37221-3997,Louise Frost,(615) 646-2292,WWW.DAVIDFROST.NET
Flooramerica Of Tennessee Inc,PO Box 100179,Nashville,TN,37224-0179,David Baker,(615) 256-5723,WWW.FLOORAMERICA.COM
Flooring Center Inc,923 Star Vue Dr SW,Cleveland,TN,37311-5771,Donnie Wear,(423) 476-9434,WWW.FLOORINGCENTER.COM
Easterlys Cbnets Flr Coverings,PO Box 3418,Cleveland,TN,37320-3418,Jack Easterly,(423) 472-3216,WWW.EASTERLYS.COM
Mountain City Tile Inc,1501 Boy Scout Rd,Hixson,TN,37343-2590,Brian Mcclure,(423) 847-8866,WWW.MOUNTAINCITYTILE.COM
Mills Floor Covering,PO Box 690,Manchester,TN,37349-0690,Willard Mills,(931) 728-7674,WWW.MILLSFLOORCOVERING.COM
Praters Incorporated,2712 8th Ave,Chattanooga,TN,37407-3616,John Prater,(423) 899-8676,WWW.PRATERSFLOORING.COM
Magic Carpet,5819 Lee Hwy,Chattanooga,TN,37421-3545,Roger Brock,(423) 892-1536,WWW.MAGICCARPET.NET
Carpetsplus Of America,1210 Premier Dr Ste 130,Chattanooga,TN,37421-3747,Jon Logue,(423) 954-1133,WWW.ALLIANCEFLOORING.INFO
Southeast Floors LLC,5924 Shallowford Rd Ste B,Chattanooga,TN,37421-6202,Jerry Stevens,(423) 894-7990,WWW.SOUTHEASTFLOORSLLC.COM
Improvements Unlimited LLC,180 Blakemore Cir,Johnson City,TN,37604-5902,Pat Griggs,(423) 928-3252,WWW.IMPROVEMENTSUNLIMITED.COM
E S Dockery Inc,254 Christian Church Rd,Gray,TN,37615-4475,Ed Dockery,(423) 854-9191,WWW.ESDOCKERY.COM
Williams Custom Floors,325 Booher Rd,Bristol,TN,37620,William Booher,(423) 340-1663,WWW.WILLIAMSCUSTOMFLOORS.COM
Interior Concepts Inc,PO Box 5308,Kingsport,TN,37663-0308,Gary Brewer,(423) 239-9821,WWW.INTERIORCONCEPTS.NET
All Oriental Rug Gallery,3528 Crestwood Dr,Kingsport,TN,37664-2849,John Faiz,(423) 246-9199,WWW.ALLORIENTALRUGGALLERY.COM
Floor Creations,PO Box 1368,Dandridge,TN,37725-1368,Chris Ford,(865) 397-5878,WWW.FLOORCREATIONS.COM
Hult Interior Design,135 Inata Cir,Loudon,TN,37774-2536,Theresa Hult,(865) 657-9868,WWW.HULTINTDES.COM
Karens Carpet Sales,1961 Clinton Hwy,Powell,TN,37849-7601,Brenda Wilson,(865) 945-3353,WWW.BRENDAWILSON.COM
Finchum & Sons Inc,2816 Boyds Creek Hwy,Sevierville,TN,37876-0336,Larry Finchum,(865) 453-3995,WWW.FINCHUMSPORTSFLOORS.COM
Lakeway Floor Coverings,PO Box 669,Talbott,TN,37877-0669,Ron Campbell,(423) 587-8011,WWW.LAKEWAYFLOOR.COM
Abbey Carpet,222 W Baxter Ave,Knoxville,TN,37917-6403,Dan Hall,(865) 522-0606,WWW.GREATERTENNESSEE.NET
Broadway Carpets Inc,930 N Broadway St,Knoxville,TN,37917-6601,John Maclellan,(865) 525-5511,WWW.BROADWAYCARPETS.COM
Carpet Headquarters,643 N Broadway St,Knoxville,TN,37917-7303,Michael Denton,(865) 673-9999,WWW.CARPETHEADQUARTERS.COM
Harbs Carpeting Oriental Rugs,608 N Broadway St,Knoxville,TN,37917-7397,Ramsey Harb,(865) 525-5166,WWW.HARBSRUGS.COM
Floor America,10029 Parkside Dr,Knoxville,TN,37922-2210,Randall Williams,(865) 675-3630,WWW.KNOXFLOORINGAMERICA.COM
Heartland Hardwood Floori,115 Hayfield Rd Ste C,Knoxville,TN,37922-2361,Kevin Daniel,(865) 690-9094,WWW.HEARTLANDHARDWOODFLOORING.COM
Advance Carpet Upholstry & Clg,10002 Hempshire Dr,Knoxville,TN,37922-5624,Anthony Hughes,(865) 588-6907,WWW.ADVANCEDCARPETCLEANINGKNOX.COM
Knoxville Carpet Wholesalers,8703 Unicorn Dr Ste 306,Knoxville,TN,37923-5140,Ed Cole,(865) 670-1200,WWW.KNOXVILLECARPET.COM
Florline South Inc,10333 Yellow Pine Ln,Knoxville,TN,37932-3371,David Cantrell,(865) 392-5004,WWW.FLORLINESOUTH.COM
Abbey Carpet,PO Box 23069,Knoxville,TN,37933-1069,David Hayes,(865) 777-0661,WWW.DAVIDSABBEYCARPET.COM
Millington Floor Covering Inc,9040 US Highway 51 N,Millington,TN,38053-4512,John Petty,(901) 872-8940,WWW.MILLINGTONFLOORCOVERING.COM
Elmore Carpets African Imports,1035 Semmes St,Memphis,TN,38111-2127,Anthony Elmore,(901) 452-4330,WWW.ELMOREAFRICANIMPORTS.COM
Carpet One Floor & Home,3050 Walnut Grove Rd,Memphis,TN,38111-3508,Robert Kiser,(901) 458-8000,WWW.KISERS.COM
Blackwells Carpet & Floor Co,1741 Cherokee Blvd,Memphis,TN,38111-3776,Steven Blackwell,(901) 743-2100,WWW.BLACKWELLSCARPET.COM
Taghavi Oriental Rugs,3554 Park Ave,Memphis,TN,38111-5622,Ali Taghavi,(901) 327-5033,WWW.TAGHAVIRUGS.COM
Kenny Floor Covering Inc,2665 Broad Ave Ste 3,Memphis,TN,38112-2607,Kevin Kenny,(901) 454-0800,WWW.KENNYINC.COM
Pyramid Stone Care Bldg Maint,5945 Knght Arnold Rd 10,Memphis,TN,38115-3250,Horace Austin,(901) 292-6685,WWW.PYRAMIDSTONECARE.COM
Commercial Carpets Of Memphis,3180 Carrier St,Memphis,TN,38116-2480,John Lange,(901) 398-3600,WWW.CCMFLOORING.COM
Billy Mills Carpets Inc,1600 Two Pl,Memphis,TN,38116-3510,Billy Mills,(901) 345-6400,WWW.TRIAD-MEASUREMENT.COM
Sarkis V Kish Oriental Rugs,5179 Wheelis Dr,Memphis,TN,38117-4519,Sarkis Kish,(901) 818-6878,WWW.SARKISKISH.COM
Memphis Floors,668 Waring Rd,Memphis,TN,38122-4053,D Brazzel,(901) 683-3507,WWW.BRAZZELSFLOORING.COM
Three Cords Inc,8400 Wolf Lake Dr Ste 114,Bartlett,TN,38133-4189,Gary Sanders,(901) 837-7869,WWW.THREECORDS.COM
Sports Floors Inc,6651 Reese Rd,Memphis,TN,38133-4937,Bruce Gleneck,(901) 452-9492,WWW.SPORTSFLOORSINC.COM
Industrial Applications Inc,PO Box 18224,Memphis,TN,38181-0224,James Thomason,(901) 794-4334,WWW.IASOLUTIONS.COM
Color Shop,100 Broadway St,Martin,TN,38237-2447,Larry Kelly,(731) 587-3102,WWW.THECOLORSHOP.COM
Carpet One Floor & Home,1000 S US Highway 45 Byp,Jackson,TN,38301-3256,Gary Deaton,(731) 664-5200,WWW.DEATONSCARPETONE.COM
Allens Custom Interior Div,156a Airways Blvd Ste A,Jackson,TN,38301-5953,John Allen,(731) 427-1120,WWW.JOHNHALLEN.COM
Ceramic Tile Warehouse,3056 Bells Hwy,Jackson,TN,38305-8856,Connie Barnes,(731) 664-1582,WWW.CERAMICTILEWAREHOUSE.COM
Hannas Wholesale Carpets,795 Center Point Rd N,Reagan,TN,38368-7142,Larry Hanna,(731) 968-3491,WWW.LARRYHANNA.COM
Trenton Floor Center,2033 US Highway 45 Byp S,Trenton,TN,38382-2331,Roger Walker,(731) 855-0884,WWW.TRENTONFLOORCENTER.COM
Magic Wand Carpet Care,1106 Carmack Blvd,Columbia,TN,38401-3742,Billy Robinson,(931) 540-8135,WWW.MAGICWANDCARPETCARE.COM
Marquis Carpets,1205 Tradewinds Dr,Columbia,TN,38401-4607,David Hartsfield,(931) 380-1068,WWW.MARQUISCARPETS.COM
Medleys Carpet Center,45 Neecham St,Crossville,TN,38555-4524,Gene Medley,(931) 484-2882,WWW.MEDLEYSCARPETCENTER.COM
Jims Carpet Inc,325 Delk Ln,Jamestown,TN,38556-4326,Michael Swartz,(931) 879-6396,WWW.JIMSCARPET.COM
Jordan Carpet & Flooring,2002 W Main St,Tupelo,MS,38801-3230,Jordan Litke,(662) 844-0800,WWW.JORDANFLOORING.COM
Staggs Interiors,903 Varsity Dr,Tupelo,MS,38801-4617,Wallace Staggs,(662) 842-1292,WWW.STAGGSINTERIORS.COM
Perry Super Carpet Store,PO Box 638,Booneville,MS,38829-0638,Walter Perry,(662) 728-4955,WWW.PERRYSCARPETOUTLET.COM
Corinth Carpet Company,1805 E Shiloh Rd,Corinth,MS,38834-3638,Charles McDaniel,(662) 287-2378,WWW.LSMSTUDIOS.COM
Floors4lesscom,119 Executive Dr,Saltillo,MS,38866-6706,James Chrestman,(662) 869-1385,WWW.AMERICANFLOORINGINC.COM
Alfords Decorating Center,233 County Road 231,Greenwood,MS,38930-9328,Bobby Alford,(662) 453-0072,WWW.MOLDINGNET.COM
Tri-County Floors,111 E Jackson St,Belzoni,MS,39038-3641,Thomas Smith,(662) 247-2510,WWW.SUSANCSMITHLAWFIRM.COM
Carpet Clean Inc,PO Box 1438,Brandon,MS,39043-1438,Michael Miller,(601) 977-0206,WWW.CARPETCLEANINC.COM
Floors Plus Inc,PO Box 1306,Florence,MS,39073-1306,Bruce Patterson,(601) 845-7595,WWW.FLOORSPLUSINC.COM
Gulfatlantic Floor Systems Inc,120 Lone Wolf Dr,Madison,MS,39110-7028,Robert Buchanan,(601) 859-4710,WWW.GULFATLANTICFLOORS.COM
Schaub Family Flrg Interiors,126 Main Ave N,Magee,MS,39111-3534,Keith Maddox,(601) 849-3377,WWW.MADDOXFLOORING.COM
Maddox Flooring & Interiors,199 Griffith Rd,Magee,MS,39111-5789,Keith Maddox,(601) 849-0206,WWW.KEITHMADDOX.COM
Surfacetechs Inc,PO Box 1156,Ridgeland,MS,39158-1156,Barry Sullivan,(601) 321-8600,WWW.SURFACETECHS.COM
Red Carpet Security,104 Hawkins St,Vicksburg,MS,39180-6142,Richard Odom,(601) 638-0329,WWW.REDCARPETSECURITYINC.COM
Frank Venturini Carpet Center,5560 N State St,Jackson,MS,39206-3525,Frank Venturini,(601) 366-7123,WWW.VENTURINICARPET.COM
Reaves Oriental Rugs and Antq,420 Meadowbrook Rd,Jackson,MS,39206-5330,Deborah Thomas,(601) 362-7707,WWW.REAVESORIENTALRUGS.COM
Carpet Designs Inc,4135 W Northside Dr,Jackson,MS,39209-2547,M Whitfield,(601) 922-6200,WWW.CARPETDESIGNSMS.COM
Manufacturers Carpet Outl Inc,5001 Highway 80 W,Jackson,MS,39209-4655,Robert Hester,(601) 922-6900,WWW.MCOINC.NET
Commercial Flrg Installation,5001 Highway 80 W,Jackson,MS,39209-4655,Robert Hester,(601) 922-9164,WWW.COMMFLOORINC.COM
Tinnin Oriental Carpet,2089 Lakeland Dr,Jackson,MS,39216-5010,Charles Tinnin,(601) 981-5234,WWW.TINNIN.COM
Decorative Center Inc,PO Box 720159,Jackson,MS,39272-0159,Charles Renfrow,(601) 373-8408,WWW.DECORATIVECENTER.COM
Roberts Interiors,1604 23rd Ave,Meridian,MS,39301,Glaniece Roberts,(601) 482-0268,WWW.ROBERTSINTERIORS.COM
Southern Interiors Flrg & Furn,6390 U S Highway 98,Hattiesburg,MS,39402-7803,Robert Ricks,(601) 268-8808,WWW.SOUTHERNINTERIORSONLINE.COM
Quality Floring Inc,PO Box 744,Columbia,MS,39429-0744,John Bennett,(601) 736-5113,WWW.QUALITYFLOORSINC.COM
Robert Hathorn Carpets,25 Lake Dr,Laurel,MS,39443-9111,Robert Hathorn,(601) 425-3763,WWW.ROBERTTHIEN.COM
Benndale Crpt Ctr Furn Gallery,17246 Highway 26 W,Lucedale,MS,39452-3635,Marie Davis,(601) 766-3080,WWW.BENNDALECARPETANDFURNITURE.COM
Charlies Custom Colors,3306 Hwy N,Picayune,MS,39466,Charles Blanchet,(601) 799-1955,WWW.CHARLIESCUSTOMCOLORS.COM
Revolutionary Flooring,24946 Highway 43 Ste 4,Picayune,MS,39466-9482,Sunday Schenck,(601) 749-8419,WWW.REVOLUTIONARYFLOORING.COM
Mclaurin Carpet Inc,PO Box 339,Soso,MS,39480-0339,Herschel Bragg,(601) 729-8188,WWW.MCLAURINCARPETS.COM
Gleem Paint & Decorating Ctr,2300 Pass Rd,Gulfport,MS,39501-4907,Arthur Davis,(228) 863-3942,WWW.GLEEMPAINT.COM
Floor Trader,12175 Highway 49,Gulfport,MS,39503-3167,Pete Quave,(228) 831-5777,WWW.MYFLOORTRADER.COM
Howards Paint & Decorating,9434 Three Rivers Rd,Gulfport,MS,39503-4248,Mark Howard,(228) 864-5969,WWW.HOWARDSPAINT.COM
Rhodes Flooring America,12273a Highway 67,Biloxi,MS,39532-8247,George Rhodes,(228) 432-2501,WWW.RHODESFLOORINGAMERICA.COM
Carpet Mart,3025 Highway 90,Gautier,MS,39553-5117,John Kotsakos,(228) 497-2004,WWW.CARPETMARTGAUTIER.COM
Magnolia Flr Coverings Designs,PO Box 1318,Ocean Springs,MS,39566-1318,Willie Mcleod,(228) 872-8811,WWW.MAGNOLIAFLOORCOVERINGSANDDESIGNS.COM
Carpet Cottage Inc,3423 Market St,Pascagoula,MS,39567-3230,Vicki Wall,(228) 762-8809,WWW.CARPETCOTTAGE.NET
Stone County Carpet & Tile LLC,1908 Highway 49,Wiggins,MS,39577-8145,Margaret Curtis,(601) 928-9974,WWW.STONECOUNTYCARPET.COM
Wallaces Carpet Barn,207 Presley Blvd,Mc Comb,MS,39648,Larry Wallace,(601) 684-2842,WWW.WALLACECARPETBARN.COM
Marine Carpeting LLC,202 E Griffin Ave,Attapulgus,GA,39815-2430,Rick Kornmeier,(229) 465-2628,WWW.BASSBOATCARPETS.COM
Corvins Furniture & Carpet LLC,3465 E John Rowan Blvd,Bardstown,KY,40004-2241,Mark Corvin,(502) 348-7474,WWW.CORVINSOFBARDSTOWN.COM
Harbins Floor Coverings,10529 Highway 44 E,Mount Washington,KY,40047-7338,Chris Harbin,(502) 538-7393,WWW.HARBINSFLOORS.COM
Million Floor Center Inc,104 Lincoln Dr,Springfield,KY,40069-1577,Glenn Million,(859) 336-7141,WWW.MILLIONSFLOORCENTER.COM
Floorscape LLC,1031 Lawrence St,Brandenburg,KY,40108-1401,Rick Edmondson,(270) 422-3330,WWW.FLOORSCAPESKY.COM
Carrel Rogers Carpet One,4214 N Preston Hwy,Shepherdsville,KY,40165-9408,Ken Martin,(502) 955-8673,WWW.CARRELLROGERSCARPET1SHEPHERDSVILLE.COM
Floor Store Inc,1231 S Shelby St,Louisville,KY,40203-2626,John Glaser,(502) 634-9632,WWW.THEFLOORSTOREKY.COM
Jasper Frnces Lee Orental Rugs,1330 Bardstown Rd,Louisville,KY,40204-1320,Frances Jasper,(502) 459-1044,WWW.FRANCESLEEJASPER.COM
Allgeier Flooring Co,2022 Lakeside Dr,Louisville,KY,40205-2129,Paul Reinhart,(502) 968-6050,WWW.REINHARTWOODFLOORS.COM
Ik Indy Inc,PO Box 6248,Louisville,KY,40206-0248,Marshall Kahn,(502) 584-2306,WWW.IRVINKAHN.COM
Anabels Oriental Rugs LLC,3740 Frankfort Ave,Louisville,KY,40207-2557,Thomas Musselman,(502) 895-9595,WWW.ANABELSORIENTALRUGS.COM
Butler Flooring Services LLC,1805 S Floyd St,Louisville,KY,40208-2743,Rob Butler,(502) 367-7755,WWW.BFSFLOORS.COM
M & K Interior Contractors Inc,500 N 35th St,Louisville,KY,40212-2120,Michael Murphy,(502) 776-1554,WWW.MKINTERIOR.COM
Sam Kinnairds Flooring,4303 Poplar Level Rd,Louisville,KY,40213-1860,Jim Mudd,(502) 451-2600,WWW.KINNAIRDS.COM
Icarpetilescom Inc,3320 Gilmore Indus Blvd,Louisville,KY,40213-4107,Eric Johnson,(502) 810-0233,WWW.ICARPETILES.COM
Martin Flooring Company Inc,7828 Saint Andrews Ch Rd,Louisville,KY,40214-3853,Kenneth Martin,(502) 935-3831,WWW.MARTINFLOORING.NET
Korfhage Floor Covering Inc,2209 S Preston St Frnt,Louisville,KY,40217-2100,Douglas Korfhage,(502) 637-7846,WWW.KORFHAGEFLOOR.COM
C S M Custom Rugs,4002 Shepherdsville Rd,Louisville,KY,40218-2583,Catherine Miller,(502) 452-2038,WWW.CSMCUSTOMRUGS.COM
Rapp & Associates Inc,3944 Bardstown Rd,Louisville,KY,40218-2610,Dan Rapp,(502) 473-7276,WWW.KYREALTYONLINE.NET
Commercial Floor Tech Inc,3909 Oaklawn Dr,Louisville,KY,40219-2718,Victor Emerson,(502) 966-3004,WWW.COMMERCIALFLOORTECH.COM
Khazai Rug Gallery LLC,9800 Shelbyville Rd,Louisville,KY,40223-2977,Chad Barati,(502) 327-1499,WWW.KHAZAIRUGGALLERY.COM
Carpet Mart Inc,9501 Shelbyville Rd,Louisville,KY,40223-2993,Mike Fish,(502) 425-3022,WWW.CARPETMART.NET
John H Bischoff Flooring Co,PO Box 197278,Louisville,KY,40259-7278,John Bischoff,(502) 969-1849,WWW.BISCHOFFLOORING.COM
Jbs Carpet Barn,9409 Dixie Hwy,Louisville,KY,40272-3340,Bobby Caffee,(502) 933-8900,WWW.JBSCARPETBARN.COM
D C Flooring,6621 Sun Ray Dr,Louisville,KY,40272-3881,Danny Davis,(502) 933-7816,WWW.LAMINATE-FLOORINGG.NET
Kinnaird & Francke,2208 Plantside Dr,Louisville,KY,40299-1926,Nicholas Freadreacea,(502) 964-3301,WWW.THEFLOORINGGALLERY-KY.COM
Flooring Gallery,2208 Plantside Dr,Louisville,KY,40299-1926,Nick Freadreacea,(502) 491-1104,WWW.THEFLOORINGGALLERY-IN.COM
J Carneys Carpet Gallery,10302 Taylorsville Rd,Louisville,KY,40299-3627,John Carney,(502) 267-0558,WWW.CARNEYSCARPETGALLERY.COM
Kv Flooring Inc,3261 Ruckriegel Pkwy,Louisville,KY,40299-3763,Ron Kress,(502) 267-4382,WWW.FLOORINGPLUS.COM
Sec Flooring Inc,141 Mission Path,Georgetown,KY,40324-8799,Scott Clacham,(248) 652-1005,WWW.SECFLOORING.COM
Colorline Carpet Warehouse,PO Box 292,Nicholasville,KY,40340-0292,Wayne Landrum,(859) 887-4001,WWW.COLORLINECARPET.COM
Nicholasville Paint & Dctg Inc,228 Wilson Dr,Nicholasville,KY,40356-1087,Dana Moore,(859) 885-4304,WWW.NICHOLASVILLEPAINT.NET
Mckenney Floor Covering Inc,121 Dewey Dr Ste B,Nicholasville,KY,40356-6026,Joe Mckenney,(859) 887-1012,WWW.MCKENNEYFLOORCOVERING.COM
Carroll Floor Covering,126 Lexington St,Versailles,KY,40383-1212,Steve Carroll,(859) 873-6919,WWW.CARROLLFLOOR.COM
Sams Floor Cvg & Cabinets Inc,100 Talbott Ave,Winchester,KY,40391-1862,Arthur Sams,(859) 744-2157,WWW.SAMSFLOOR.COM
Jax Co,109 Parkway Ave,Berea,KY,40403-1528,Dale Martin,(859) 986-5410,WWW.JAXRUGS.COM
House Improvements,653 Short Acres Rd,Danville,KY,40422-9432,Ruby House,(859) 854-3336,WWW.HOUSEIMPROVEMENTS.COM
Howard-Carpenter Floor Cvg Inc,PO Box 81,Danville,KY,40423-0081,Harry Howard,(859) 236-1872,WWW.HOWARD-CARPENTERFLOORCOVERING.COM
Martin-Drr-Cldwell Int Dsgners,PO Box 399,Danville,KY,40423-0399,Mary Knowles,(859) 236-2262,WWW.DECORATEBYDESIGN.COM
Majors Floor Covering,PO Box 904,Danville,KY,40423-0904,Roger Major,(859) 936-9784,WWW.MAJORSFLOORCOVERING.COM
Links Carpet Workshop,1008 Eastland Dr Ste G,Lexington,KY,40505-3800,John Lingenfelter,(859) 455-9939,WWW.LINKSCARPET.COM
Baileys Carpet Barn,4976 Old Versailles Rd,Lexington,KY,40510-9756,William Bailey,(859) 254-4852,WWW.BAILEYSCARPETBARN.COM
Cti Of Bluegrass,4525 Largo Ln,Lexington,KY,40515-5124,Steven Plummer,(859) 983-4000,WWW.CTIBLUEGRASS.COM
Surplus Sales Inc,3369 N Highway 1223,Corbin,KY,40701-4858,Maynard Mayton,(606) 523-9166,WWW.SURPLUSSALESINC.COM
Laurel Carpet,1000 N Laurel Rd,London,KY,40741-6054,Dennis Rush,(606) 864-2261,WWW.RUSH.COM
Brooks Flooring Inc,4306 Boron Dr,Covington,KY,41015-1721,William Brooks,(859) 341-6555,WWW.BROOKSFLOORING.COM
Patricks Cstm Hrdwood Flrg Inc,7505 Dixie Hwy,Florence,KY,41042-2516,Patrick Townsend,(859) 342-0700,WWW.PATRICKSCUSTOMHARDWOOD.COM
Huff Floorcovering Inc,1878 Petersburg Rd,Hebron,KY,41048-8000,C Huff,(859) 689-7053,WWW.HUFFFLOORCOVERING.COM
Carpets Direct LLC,PO Box 154,Walton,KY,41094-0154,Danny Meyer,(859) 485-1414,WWW.CARPETSDIRECTLLC.NET
Ashland Floor Company Inc,2610 Oakview Rd,Ashland,KY,41101-4765,Sam Berry,(606) 324-6123,WWW.ASHLANDFLOOR.COM
Home Town Carpets Inc,2431 Winchester Ave,Ashland,KY,41101-7835,Harry Bailey,(606) 329-8772,WWW.HOMETOWNCARPET.NET
Dottys Discount Carpet,62 Muddy Br,Flatwoods,KY,41139-9047,Dorothy Holbrook,(606) 836-0707,WWW.BLUGRASSEMPORIUM.COM
S Stamper Carpet Sales Inc,214 S Carol Malone Blvd,Grayson,KY,41143-1354,Gerald Stamper,(606) 474-9606,WWW.STAMPERSCARPETS.COM
Carpet One Floor & Home,48 Willies Way,Hazard,KY,41701-8948,William Pollard,(606) 439-3858,WWW.EASTKENTUCKYCARPETONEHAZARD.COM
Higdon Carpet Max,5150 Heartland Dr,Paducah,KY,42001-6507,Philip Higdon,(270) 443-1190,WWW.FLOORINGAMERICAOFPADUCAH.COM
Industrial Floors & Coatings,PO Box 8008,Paducah,KY,42002-8008,David Hughes,(270) 444-7918,WWW.INDUSTRIALFLOORSANDCOATINGS.COM
Home Floor Center,1908 Lone Oak Rd,Paducah,KY,42003-5300,Andy Haas,(270) 554-7655,WWW.HOMEFLOORANDKITCHENS.COM
Fulton Decorating Center,114 Lake St,Fulton,KY,42041-1543,Woody Brundige,(270) 472-3733,WWW.FULTONDECORATING.COM
Css Coatings Quick Drive Seal,3362 Industrial Dr,Bowling Green,KY,42101-4089,Kevin Stinson,(270) 793-9069,WWW.CSSCOATINGS.COM
Shop At Home Carpets Inc,2731 Pioneer Dr,Bowling Green,KY,42101-5311,Wade Mccoy,(270) 796-8136,WWW.SHOPATHOMECARPETS.NET
Ironwood Furniture,PO Box 9969,Bowling Green,KY,42102-4969,Edwin Wilbanks,(270) 781-2463,WWW.REDCARPETSHOP.COM
Abbey Carpet,1109 Lovers Ln Ste 1,Bowling Green,KY,42103-6114,Tim Huston,(270) 843-4348,WWW.HUSTONSCARPET.COM
Conrad Floors Inc,190 E 6th St,Smiths Grove,KY,42171-8257,Mary Conrad,(270) 563-4753,WWW.CONRADFLOORS.COM
Hearth & Home Braided Rugs,PO Box 816,Elkton,KY,42220-0816,Kenneth Dillingham,(270) 265-3430,WWW.HEARTHANDHOMERUGS.COM
Hopkinsville Carpet,408 N Main St,Hopkinsville,KY,42240-2420,Mike Blankenship,(270) 889-0286,WWW.HOPKINSVILLECARPET.COM
D Js Carpet & Vinyl,2406 Fort Campbell Blvd,Hopkinsville,KY,42240-4669,Dale Ferrell,(270) 885-7319,WWW.DJSCARPET.COM
Carpet One Floor & Home,2608 Fort Campbell Blvd,Hopkinsville,KY,42240-4939,Gail Graves,(270) 885-4361,WWW.HOMETOWNDECORATINGHOPKINSVILLE.COM
