name,phone,address,city,state,postal,primary_email,owner,contacts,other_emails,website,sources
"CLAGHORN CUSTOM FLOORING INC.","(636) 978-8440","739 HOFF ROAD","O'FALLON","MO","","carpetart@centurytel.net","James Neff","","","www.carpetartofamerica.com,","consolidated,johanna"
"Clark Dunbar Carpet & Rugs","(318) 445-0262","3232 Empire Dr","Alexandria","LA","","clarkdunbar@suddenlinkmail.com","Tj Anderson","","","http://clarkdunbarsuperstore.com/,","consolidated,johanna"
"Classic Flooring and Design","(760) 723-8131","560 Industrial Way","Fallbrook","CA","","classicflooringanddesign@yahoo.com","John & Michelle Alonso","","ccarpetfallbrook@yahoo.com,ccarpetfallbrook@yahoo.com","www.classicflooringanddesign.com,","consolidated,johanna"
"Classic Galleries","(631) 427-1045","243 MAIN STREET","HUNTINGTON","NY","","classicstore@optonline.net","Alan Fromkin","","","http://www.classicgalleriesfurniture.com,","consolidated,johanna"
"CLAY'S FLOORING & INTERIORS","(573) 365-7107","PO BOX 1186","LAKE OZARK","MO","","N/A","Teresa Jennings","","j5teresa@yahoo.com,j5teresa@yahoo.com","www.teresasfloortoceiling.com,","consolidated,johanna"
"Cleveland Floor Covering/Abbey 341","(704) 482-6351","1336 E Dixon Blvd","Shelby","NC","","info@Clevelandfloorcoverings.com","Kenneth Whitaker","","","http://www.clevelandfloorcovering.com/,","consolidated,johanna"
"CLIFTON CARPETS","(214) 526-7405","959 DRAGON STREET","DALLAS","TX","","N/A","Charles Clifton","","charles@cliftoncarpets.com,charles@cliftoncarpets.com","www.cliftoncarpets.com,","consolidated,johanna"
"Cloud Carpets","(702) 631-2850","7351 W Lake Meade","Las Vegas","NV","","N/A","Roy Shelton","","","http://www.cloudcarpetonelasvegas.com/,","consolidated,johanna"
"Coastal Paint & Decorating","(207) 985-3317","63 PORTLAND RD.","Kennebunk","ME","","info@coastaldecorating.com","Stephen Mahler","","Steve@coastaldecorating.com,Steve@coastaldecorating.com","www.coastaldecorating.com,","consolidated,johanna"
"COLIN CAMPBELL & SONS LTD. (2)","(604) 734-2758","494 RAILWAY ST","VANCOUVER","CN","","chris@colcam.com","Chris Dragan","","chris@colcam.com,chris@colcam.com","http://www.colin-campbell.ca/,","consolidated,johanna"
"COLLINS & DU PONT INT. IN","(972) 934-9191","4800 ALPHA ROAD","DALLAS","TX","","info@cantoni.com","Michael Wilkov","","mwilkov@cantoni.com,mwilkov@cantoni.com","http://www.collins-dupont.com/,","consolidated,johanna"
"Colonial Brandywine Rug Co","(302) 654-1121","2107 Concord Pike","Wilmington","DE","","colbrarug@aol.com","Norma Mc Gee","","colbrarug@aol.com,colbrarug@aol.com","http://www.colonialbrandywinerug.com/,","consolidated,johanna"
"COLOUR POINTE DESIGN","(203) 488-5637","145 NORTH MAIN STREET","BRANFORD","CT","","N/A","Joe Pagliaro, Sr.","","joseph.pagliaro@gmail.com,joseph.pagliaro@gmail.com","www.joesfloorstore.com,","consolidated,johanna"
"Columbia River Carpet One","(503) 556-0171","105 B Street West","Rainier","OR","","N/A","Leroy Nelson","","","http://www.columbiarivercarpetonerainier.com/,","consolidated,johanna"
"Commercial Flooring","(307) 632-6449","3418 E Pershing Blvd","Cheyenne","WY","","N/A","Doug Finch","","dwfinch@juno.com,dwfinch@juno.com","http://www.carpet1cheyenne.com/,","consolidated,johanna"
"CONKLIN BROTHERS OF","(718) 494-4300","2391 RICHMOND AVE.","STATEN ISLAND","NY","","Email Address foxfloors@aol.com","Scott Markoff","","Foxfloors@aol.com,Foxfloors@aol.com","NOT FOUND,www.foxfloors.com,","consolidated,johanna"
"Connell Carpet One","(478) 272-9886","2005 Veterans Blvd","Dublin","GA","","N/A","David Connell","","","http://twitter.com/GranttyGo,","consolidated,johanna"
"CONTEMPO FLOOR COVERINGS INC","(310) 837-8110","2460 OVERLAND AVE","LOS ANGELES","CA","","info@contempofloors.com","Mark & David Haloossim","","markh@contempofloorcoverings.com / d.haloossim@contempofloorcoverings.com / haloossim_david@contempofloorcoverings.com / david-haloossim@contempofloorcoverings.com / m.haloossim@contempofloorcoverings.com,markh@contempofloorcoverings.com / d.haloossim@contempofloorcoverings.com / haloossim_david@contempofloorcoverings.com / david-haloossim@contempofloorcoverings.com / m.haloossim@contempofloorcoverings.com","http://www.contempofloorcoverings.com/,","consolidated,johanna"
"CONTEMPO FLOORS","(310) 826-8063","902 SOUTH BARRINGTON AVE","LOS ANGELES","CA","","info@contempofloors.com","Mark & David Haloossim","","markh@contempofloorcoverings.com / d.haloossim@contempofloorcoverings.com / haloossim_david@contempofloorcoverings.com / david-haloossim@contempofloorcoverings.com / m.haloossim@contempofloorcoverings.com,markh@contempofloorcoverings.com / d.haloossim@contempofloorcoverings.com / haloossim_david@contempofloorcoverings.com / david-haloossim@contempofloorcoverings.com / m.haloossim@contempofloorcoverings.com","http://www.contempofloorcoverings.com,http://www.contempofloorcoverings.com/,","consolidated,johanna"
"CONTINENTAL CARPET INC.","(913) 894-9211","8170 NIEMAN ROAD","LENEXA","KS","","info@thecarpetbroker.com","Richard Fey","","","http://www.carpetbroker.com/index.html,","consolidated,johanna"
"Contract Carpet Systems","(301) 937-0030","10212 Southard Drive","Beltsville","MD","","N/A","Kurt Zanelotti","","dcallaghan@contractcarpetsystems.com,dcallaghan@contractcarpetsystems.com","www.contractcarpetsystems.com,","consolidated,johanna"
"CONTRACT FLRNG & FURNSHNG","(734) 285-5454","14405 TOLEDO ROAD","SOUTHGATE","MI","","info@tvillefnovi.com","Kenneth Mclaughlin","","don@mclaughlins.com,don@mclaughlins.com","http://www.mclaughlins.com/HomePage.aspx,","consolidated,johanna"
"CONTRACT TILE & CARPET","(701) 223-8818","322 N 26TH STREET","BISMARCK","ND","","designer.ibf@midconetwork.com","Holly Moorell & France Splonskowski & Holly Splonskowski","","hmoorell@interiorsbyfrance.com,hmoorell@interiorsbyfrance.com","NOT FOUND,www.interiorsbyfrance.com,","consolidated,johanna"
"COPELAND'S CHEESECAKE BISTRO","(425) 637-0888","5951 S 180TH STREET","TUKWILA","WA","","juvenile@bassettfurniture.com","Robert Spilman Jr.","","rspilman@bassettfurniture.com,rspilman@bassettfurniture.com","http://tukwila.bassettfurniture.com/,","consolidated,johanna"
"CORNELL CARPET & DESIGN","(914) 241-1227","145 E MAIN STREET","MT KISCO","NY","","customerservice@cornellcarpet.com","Peter Dipaola","","","www.cornellcarpets.com,www.cornellcarpet.com,","consolidated,johanna"
"Cottage Floors","(408) 842-0215","8365 Monterey St","Gilroy","CA","","N/A","Thomas Ruiz","","thruiz@garlic.com,thruiz@garlic.com","www.cottagefloors.com,","consolidated,johanna"
"COUNTRY CPT DISTRIBUTORS","(516) 671-3737","30 GLEN STREET","GLEN COVE","NY","","linda@glenfloors.com","Carol Nelson","","carol@glenfloors.com,carol@glenfloors.com","www.glenfloors.com,","consolidated,johanna"
"COURTESY CARPET INC.","(913) 492-3800","9102 NIEMAN","OVERLAND PARK","KS","","N/A","John Sheafer","","","NOT FOUND,www.designerschoice.in/,","consolidated,johanna"
"Courtesy Carpet","(203) 261-2597","921 White Plains Rd","Trumbull","CT","","courtesycarpetinc@yahoo.com","Ellen Reilly","","","http://www.courtesycarpet.com/,www.choiceflooring.co.uk,","consolidated,johanna"
"COVE DISCOUNT CARPET","(502) 451-2600","4303 POPLAR LEVEL RD","LOUISVILLE","KY","","leads@carpetone.com","James Allen Mudd","","gaylest@insightbb.com,gaylest@insightbb.com","http://www.covecarpetonesummit.com/,","consolidated,johanna"
"COVENTRY CARPETS","(716) 308-6520","1390 HERTEL AVE","BUFFALO","NY","","tony@michaeldonnelly.org","Michael Donnelly","","","http://www.coventrycarpets.com/,","consolidated,johanna"
"Coverings by Design","(252) 946-9301","1301 W 5th st","Washington","NC","","webstudio@shawinc.com","Greg Respess","","","www.coveringsbydesign.com,","consolidated,johanna"
"Coyle Carpet","(608) 257-0291","250 W. Beltline Hwy","Madsion","WI","","N/A","Patrick Coyle","","","http://www.coylecarpetonemadison.com/,","consolidated,johanna"
"CRAGHEAD DEVELOPMENT","(310) 390-8570","11143 W. WASHINGTON BLVD.","CULVER CITY","CA","","N/A","Jerry Agam","","","http://www.craghead.org.uk/,","consolidated,johanna"
"CREATIVE CARPET COMPANY","(905) 471-0111","190 BULLOCK DRIVE #5","MARKHAM","CN","","CrptBug@aol.com","Richard Jones","","","www.creativecpt.com,","consolidated,johanna"
"CREATIVE DESIGN INTERIORS","(913) 649-5357","P. O. BOX 24191","OVERLAND PARK","KS","","N/A","Charles Friel","","charlesfriel@sbcglobal.net,charlesfriel@sbcglobal.net","http://www.creativedesigninteriors.com/,","consolidated,johanna"
"CREATIVE FLOORING","(203) 637-3777","5 RIVERSIDE LANE","RIVERSIDE","CT","","N/A","Jack Deluca","","","www.riversidefloorcovering.com,","consolidated,johanna"
"CREATIVE FLOORING LTD. (2)","(914) 666-6679","145 KISCO AVENUE","MT. KISCO","NY","","N/A","Rob Kraft","","","www.creative-floors.co.uk/,www.flemingtondepartmentstore.com,","consolidated,johanna"
"Creative Interiors","(843) 524-2612","1404 Boundary Street","Beaufort","SC","","leads@carpetone.com","William & Elizabeth Dukes","","william@CreativeCarpetOne.com,william@CreativeCarpetOne.com","http://www.creativeinteriorsbeaufort.com/,","consolidated,johanna"
"CREATIVE TOUCH INTERIORS","(306) 244-1973","#1-2301 MILLAR AVE.","SASKATOON S7M 5A8","CN","","N/A","Jeffrey Braid","","jeffb@braidflooring.com,jeffb@braidflooring.com","http://www.ctihome.com/,","consolidated,johanna"
"Crest Wholesale Carpet Distributors","(610) 395-3395","6412 Hamilton Blvd","Allentown","PA","","info@crestcarpet.com","Steven Weisburg","","crestcarpet@aol.com,crestcarpet@aol.com","www.crestcarpet.com,","consolidated,johanna"
"CULVER RUG CO INC","(706) 322-7343","P O BOX 1613","COLUMBUS","GA","","wkfloorstudio@gmail.com","Woody Knowles","","","http://www.culverrug.com/,","consolidated,johanna"
"Culver Rug Company","(912) 354-6232","708 Mall Blvd.","Savannah","GA","","srinehart@culverrug.com","Earle & Walter Culver","","","www.culverrug.com,","consolidated,johanna"
"CURTIS CARPET INC","(713) 522-1181","2410 BISSONNET","HOUSTON","TX","","createfloors@gmail.com","-","","-,-","Not found,www.creativeflooringdesign.com,","consolidated,johanna"
"CUSTER DESIGN GROUP","(206) 782-0909","8217 AURORA AVE N","SEATTLE","WA","","custer@custerdesigngroup.com","Arnie and Brad Vogel","","bvogel@vogelscarpet.com,bvogel@vogelscarpet.com","www.custerdesigngroup.com,","consolidated,johanna"
"Custom Tile Works","(509) 697-7028","110 West Naches","Selah","WA","","customtileworks@centurytel.net","John Maher","","","http://www.customtileworks.net/,","consolidated,johanna"
"CUT RITE CARPETS INC.","(914) 725-9099","825 WHITE PLAINS RD.","SCARSDALE","NY","","CutRite001@aol.com","Ron Conti","","cutritecarpet@optimum.net,cutritecarpet@optimum.net","www.cutritecarpets.com,","consolidated,johanna"
"Cutlers Inc","(607) 962-2466","33 W William St","Corning","NY","","cutlerscarpeting@stny.rr.com","Kathy & Harold Cutler Sr","","kathycutler@stny.rr.com,kathycutler@stny.rr.com","www.cutlersinc.com,","consolidated,johanna"
"D & D DESIGN GROUP INC","(530) 582-7428","10800 PIONEER TRAIL","TRUCKEE","CA","","bassettflooring@sbcglobal.net","Tyler Nyby","","bassettflooring@sbcglobal.net,bassettflooring@sbcglobal.net","www.dddesigngroup.com,","consolidated,johanna"
"DALE'S CARPET ONE FORT COLLINS","(970) 223-3596","3608 AUTOMATION WAY","FT COLLINS","CO","","N/A","Bobbie & Jerry Cogburn","","jcogburn@dalescarpetoneftcollins.com,jcogburn@dalescarpetoneftcollins.com","www.dalescarpetonefortcollins.com,","consolidated,johanna"
"DALTON DESIGNS INC.","(561) 881-8660","440 NORTHLAKE BLVD","NORTH PALM BEACH","FL","","info@daltondesignsinc.com","Elizabeth Dalton","","daltondesigns@locallistingcenter.us,daltondesigns@locallistingcenter.us","http://daltondesignsinc.com,","consolidated,johanna"
"Dalton Flooring Inc.","(734) 522-5100","15986 Middlebelt Rd.","Livonia","MI","","flooringcenter@yahoo.com","Sam Salloum","","","http://www.daltonflooringcenter.com/,","consolidated,johanna"
"DAMATO GROUP","(904) 262-2882","10210-1 SAN JOSE BLVD.","JACKSONVILLE","FL","","rrfain@bellsouth.net","Jerry Hoffman","","","http://www.sanjosecabinetsjacksonville.com/,","consolidated,johanna"
"DANCO INC","(703) 255-6000","3856 F DULLES SOUTH CT","CHANTILLY","VA","","info@rugcare.com","Daniel Ayoub","","dan@rugcare.com,dan@rugcare.com","www.danco.com,not found,","consolidated,johanna"
"DARLINGTON SQUARE","(201) 944-5119","492 MAIN STREET","FORT LEE","NJ","","N/A","Mike Torosian","","","http://www.encore.bz/DarlingtonSquare,","consolidated,johanna"
"DAVID LOUIS FLOOR COV CORP","(518) 370-0243","867 ALBANY ST","SCHENECTADY","NY","","lou@davidlouisfloorcovering.com","Louis Restifo","","lou@davidlouisfloorcovering.com,lou@davidlouisfloorcovering.com","http://davidlouisfloorcovering.com/,","consolidated,johanna"
"David Morris Co","(415) 346-8333","1378 Sutter St","San Francisco","CA","","enquiries@davidmorris.com","David Morris","","","http://www.davidmorris.com/,","consolidated,johanna"
"DAVID TIFTICKJIAN & SONS (2)","(716) 634-8835","5225 SHERIDAN DRIVE","WILLIAMSVILLE","NY","","info@tiftrugs.com","Chris Tiftickjian","","tiftrugs@aol.com,tiftrugs@aol.com","http://tiftickjianrugsdirect.com/index/,http://tiftrugs.com/aboutus.htm,","consolidated,johanna"
"DAVID TRUETT ENTERPRISES","(214) 748-7550","1444 OAK LAWN SUITE 220","DALLAS","TX","","david@truettcarpetsandrugs.com","David Truett","","david@truettcarpetsandrugs.com,david@truettcarpetsandrugs.com","http://truettcarpetsandrugs.com/,","consolidated,johanna"
"DAVID'S CARPET & TILE INC","(416) 630-1533","1170 SHEPPARD AVE.W UNIT 28-31","TORONTO","CN","","sales@carpetvilla.ca","Josef Ber","","josefber@carpetvilla.ca,josefber@carpetvilla.ca","www.carpetvilla.ca,","consolidated,johanna"
"DAVID'S CARPET SALES INC","(865) 777-0661","P O BOX 23069","KNOXVILLE","TN","","N/A","David Hayes","","davidh@davidsabbeycarpet.com,davidh@davidsabbeycarpet.com","www.davidsabbeycarpet.com/,www.cookkozlak.brandsource.biz,","consolidated,johanna"
"DAVID'S FURNITURE LTD","(717) 233-2955","5078 JONESTOWN ROAD","HARRISBURG","PA","","N/A","David Martin","","-,-","http://www.davidsfurniture.com,","consolidated,johanna"
"DAWNSKI DESIGN GROUP INC","(612) 845-1407","840 LAKE ST E","WAYZATA","MN","","N/A","-","","-,-","http://www.innovativeflooringdesign.com,","consolidated,johanna"
"DAWSONS FLOOR FASHIONS","(316) 262-3491","535 S. EMERSON","WICHITA","KS","","bizdev@yellowbook.com","Aaron Pirner","","-,-","www.dawsonsfloorfashions.com,","consolidated,johanna"
"DC Carpet One Floors & Home","(202) 333-2363","4824 Macarthur Blvd N.W.","Washington","DC","","N/A","Frank Inanloo","","frank.inanloo@moderncarpetone.com,frank.inanloo@moderncarpetone.com","http://www.carpetonedc.com/,","consolidated,johanna"
"Deans Carpet & Decorating Center","(603) 668-0200","186 Granite Street","Manchester","VA","","N/A","George Katis","","-,-","http://www.deanscarpetonemanchester.com/,","consolidated,johanna"
"DECORATIVE CARPETS INC","(310) 859-6333","8900 MELROSE AVE","W. HOLLYWOOD","CA","","karen@figilis.com","Sara & George Sugarman","","sara@decorativecarpets.com,sara@decorativecarpets.com","http://decorativecarpets.com/,","consolidated,johanna"
"DECORATOR'S DOOR","(585) 637-2828","5905 LAKE RD SOUTH","BROCKPORT","NY","","david.hage@statecarpet.com","George Hage","","george.hage@statecarpet.com,george.hage@statecarpet.com","http://www.statecarpet.com/,","consolidated,johanna"
"DEGRAAF INTERIORS","(201) 843-2111","WEST 126TH RTE 4","PARAMUS","NJ","","info@degraafinteriors.com","Dean & Deb DeGraaf","","debs@degraafinteriors.com / deand@degraafinteriors.com,debs@degraafinteriors.com / deand@degraafinteriors.com","www.degraafinteriors.com,","consolidated,johanna"
"DELNAZ","(201) 368-8836","199 HWY. 17 SOUTH","ROCHELLE PARK","NJ","","info@alliedcarpet.com","Shahin Shalforoosh","","s.shalforoosh@alliedcarpet.com,s.shalforoosh@alliedcarpet.com","www.Alliedcarpet.com,","consolidated,consolidated,johanna,johanna"
"DESIGN A RUG","(954) 943-7487","3663 N. FEDERAL HWY","POMPANO BEACH","FL","","designarug@att.net","Ali Amjadi","","","www.design-a-rug.com,www.design-a-rug.com,","consolidated,johanna"
"DESIGN CARPET","(847) 843-1111","1207 REMINGTON ROAD","SCHAUMBURG","IL","","designcarpet@sbcglobal.net","George Sutter","","","www.designcarpetonline.com,","consolidated,johanna"
"Design Gallery","(208) 523-5688","3820 S Yellowstone","Idaho Falls","ID","","designsales@designgalleryidaho.com","Gaylon Bean","","gaylon@designgalleryidaho.com,gaylon@designgalleryidaho.com","http://www.designgalleryidaho.com/,","consolidated,johanna"
"DESIGN IDEAS FENTON","(403) 270-2205","2521-5TH AVE N.W","CALGARY","CN","","info@Maguires.ab.ca","Greg & Sean Maguire","","sean@maguires.ab.ca,sean@maguires.ab.ca","Not found,http://www.maguiresflooring.com,","consolidated,johanna"
"DESIGN LINES LTD","(336) 282-8210","PO BOX 14789","GREENSBORO","NC","","info@designlinesltd.com","Judy Pickett","","jpickett@designlinesltd.com","http://www.designlinesltd.com/,","consolidated,johanna"
"DESIGN PARTNERS","(703) 331-1230","7463 MASON KING COURT","MANASSAS","VA","","info@designpartnersllc.com","Mike Geisler","","mike.geisler@thelandlcompany.com","http://designpartnersllc.com,","consolidated,johanna"
"DESIGN SPEC INC","(650) 917-8910","129 FIRST STREET","LOS ALTOS","CA","","mjr@designspecialistsinc.com","Mike Herbert","","mike@stylersflooring.com","http://www.designspecialistsinc.com/,","consolidated,johanna"
"DESIGN STUDIO OF SOMMERVILLE","(303) 825-0744","6380 S COVENTRY LANE","LITTLETON","CO","","jtarmaggiore@design-sos.com","Tom Sfisco","","tsfisco@design-sos.com","http://www.design-sos.com/,","consolidated,johanna"
"DESIGN TECHNIQUES INC","(713) 789-3666","3415 FONDREN","HOUSTON","TX","","cpm@deztek.com","Ed Friedman","","grc3415@msn.com","www.designtechnique.com/,","consolidated,johanna"
"Designer Carpets","(615) 453-3000","1010 W Main","Lebanon","TN","","handelsagenturjoerg@t-online.de","","","","www.designercarpets.com,","consolidated,johanna"
"DESIGNER FLOORS OF TEXAS","(512) 263-3333","3841 RANCH ROAD 620 S","AUSTIN","TX","","N/A","Michael Dixon","","ddixon@designerfloorsoftexas.com","http://austin.abbeycarpetandfloor.com,","consolidated,johanna"
"DESIGNER RUGS","(239) 561-1199","12960  METRO PARKWAY","FT. MYERS","FL","","int@designerrugs.com.au","John Taylor","","jtaylor@taylorcarpetone.com","http://www.designerrugs.com.au/,","consolidated,johanna"
"DESIGNER'S LIBRARY","(604) 733-1174","1470 W. BROADWAY","VANCOUVER","CN","","N/A","David Jordan-Knox","","","Not found,http://jordans.ca/rugs,","consolidated,johanna"
"DESIGNERS BUYING GROUP","(610) 640-4065","SUITE 11","BERWYN","PA","","info@dbgwholesale.com","Stephen Mcdowell","","steve@dbgwholesale.com","http://www.dbgwholesale.com/,","consolidated,johanna"
