name,phone,address,city,state,postal,primary_email,website,owner_first,owner_last,owner,sources_count,sources,source1,source2,source3,source4,source5,source6,source7,contacts_count,contact1_first,contact1_last,contact1,contact2_first,contact2_last,contact2,contact3_first,contact3_last,contact3,other_emails_count,other_email1,other_email2,other_email3
"CRAFTSMAN FLOOR COVERINGS, INC",(707) 778-6608,401 E WASHINGTON ST,PETALUMA,California,94952,,http://www.craftsmanfloors.com,Michael,OBrien,Michael OBrien,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"CREATIVE CARPET, INC",(708) 479-8600,19420 S LA GRANGE RD,MOKENA,Illinois,60448,,http://www.creativecarpetinc.com,Tammy,Bouquet,Tammy Bouquet,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CSB FLOORING,(414) 902-0905,9875 S GLENMOOR CT,OAK CREEK,Wisconsin,53154,,,Chris,Buller,Chris Buller,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CUSTOM FLOORS & DRAPES,(608) 372-5356,1113 SUPERIOR AVE,TOMAH,Wisconsin,54660,,,Dan,OConnor,Dan OConnor,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CUSTOM TOUCH INTERIORS LLC,(425) 883-0555,"13013 NE 20TH ST, SUITE B",BELLEVUE,Washington,98005,,http://www.customtouchinteriors.net,Chellaigne,Vert,Chellaigne Vert,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
D & D TILE CO,(860) 289-8691,306 TOLLAND ST,EAST HARTFORD,Connecticut,6108,,,Richard,Repoli,Richard Repoli,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
D J FLOORING LLC,(801) 263-8495,"621 W 3900 S, STE A-1",SALT LAKE CITY,Utah,84123,,http://www.djflooringllc.com,JoAnn,Street,JoAnn Street,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DA VINCI FLOORING,(512) 243-8330,325 RR 620 S #101A,LAKEWAY,Texas,78734,,http://www.davinciflooringusa.com,Donna,Davis,Donna Davis,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DELTA FLOORS CARPET ONE,(714) 758-0030,1363 S STATE COLLEGE BLVD,ANAHEIM,California,92806,,http://www.deltafloorscarpetoneanaheim.com,Joseph,Kwon,Joseph Kwon,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"DENTON WOOD & FLOORS OUTLET, INC",(940) 320-2222,1103 DALLAS DR,DENTON,Texas,76205,,http://www.woodfloorsoutlet.com,Morton,Allen,Morton Allen,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DESIGN HARDWOODS INC,(714) 241-0440,"2500 FAIRVIEW ST, STE A",SANTA ANA,California,92704,,http://www.designhardwoods.com,Ed,Topalian,Ed Topalian,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DESIGN INNOVATIONS BY FRANKLIN BUILDING SUPPLY,(208) 898-1740,1786 S TOPAZ WAY,MERIDIAN,Idaho,83642,,http://www.franklinbuildingsupply.com,Jerry,Bittick,Jerry Bittick,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DFS FLOORING,(858) 630-5205,10178 WILLOW CREEK RD,SAN DIEGO,California,92131,,,Tom,Brown,Tom Brown,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DIAMOND CARPETS,(970) 241-8284,2565 AMERICAN WAY,GRAND JUNCTION,Colorado,5702,,http://www.abbeycolo.com,Jeff,Jacobson,Jeff Jacobson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DILMAGHANI COMPANY,(914) 472-1700,540 CENTRAL PARK AVE,SCARSDALE,New York,10583,,http://www.dilmaghani.com,Dennis,Dilmaghani,Dennis Dilmaghani,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DIMENSIONS CARPET ONE FLOOR & HOME,(905) 704-1664,PO BOX 21117,ST CATHARINES,Ontario,L2M 7X2,,http://www.dimensionscarpet1stcatharines.com,Cliff,Hayes,Cliff Hayes,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
DISCOUNT CARPET / PRO-FLOOR SYSTEMS,(410) 742-1129,358 SNOW HILL RD,SALISBURY,Maryland,21804,,http://www.discountcarpet-sby.com,Lou,Amabili,Lou Amabili,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"EASTON HARDWARE, INC",(410) 822-0910,303 N WASHINGTON ST,EASTON,Maryland,21601,,,Eric,Clopper,Eric Clopper,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ED SELDEN CARPET ONE FLOOR & HOME,(253) 588-2104,3901 STEILACOOM BLVD SW,LAKEWOOD,Washington,98499,,http://www.edseldencarpetone.com,Rick,Selden,Rick Selden,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
EDS FLOORING AMERICA,(603) 382-3801,9 BLOSSOM RD,PLAISTOW,New Hampshire,3865,,,Ed,Cross,Ed Cross,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
EFLOORS.COM,(888) 522-5456,1000 BROOKFOREST AVE,SHOREWOOD,Illinois,60404,,http://www.efloors.com,Judy,Marsh,Judy Marsh,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
EMERSON CARPET ONE,(225) 291-2787,11031 COURSEY BLVD,BATON ROUGE,Louisiana,70816,,http://www.emersoncarpetonebatonrouge.com,Lee,Emerson,Lee Emerson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"EMPIRE TODAY, LLC",(800) 588-2300,333 NORTHWEST AVE,NORTHLAKE,Illinois,60164,,,Harvey,Nusbaum,Harvey Nusbaum,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
EUREKA FLOOR CARPET ONE,(707) 443-9321,2385 MYRTLE AVE,EUREKA,California,95501,,http://www.carpetone.com,Mike,Jurkovich,Mike Jurkovich,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FACTORY FLOORING,(519) 571-0550,990 VICTORIA ST N,KITCHENER,Ontario,N2B 3C4,,,Shawn,Boroumand,Shawn Boroumand,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"FASHION FLOORS, INC CARPET ONE",(712) 252-4382,305 WEST 7TH ST,SIOUX CITY,Iowa,51103,,http://www.carpetone.com,John,Hall,John Hall,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"FEHRENBACHS FLOORING PLUS, INC",(302) 664-8772,15 FOX CREEK DR,REHOBOTH BEACH,Delaware,19971,,http://www.fehrenbachs.com,Carol,Fehrenbach,Carol Fehrenbach,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FIRST CHOICE ABBEY CARPET,(925) 838-5580,101 G TOWN & COUNTRY DRIVE,DANVILLE,California,94526,,http://www.firstchoiceabbeycarpet.com,Paul,Byer,Paul Byer,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"FLOOR CONCEPTS, INC",(302) 994-5002,4315 KIRKWOOD HWY,WILMINGTON,Delaware,19808,,http://www.abbeycarpet.com,Bruce,Ball,Bruce Ball,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOOR COVERINGS INTERNATIONAL,(208) 743-7858,"2337 3RD AVE N, STE C",LEWISTON,Idaho,83501,,,Jeremiah,Wynott,Jeremiah Wynott,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOOR DEPOT,(210) 734-4300,311 SPENCER LANE,SAN ANTONIO,Texas,78201,,http://www.floordepotsa.com,Bob,Henry,Bob Henry,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"FLOOR ELEMENTS, INC",(410) 451-7111,1650 CROFTON BLVD,CROFTON,Maryland,21114,,,Tom,Yarrish,Tom Yarrish,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"FLOOR FACTORY INC, THE",(509) 662-1421,13 S WENATCHEE AVE,WENATCHEE,Washington,98801,,http://www.thefloorfactory.com,Garry,Sparks,Garry Sparks,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOOR HUT,(972) 964-2300,"2929 CUSTER RD, SUITE 306",PLANO,Texas,75075,,http://www.floorhutinc.com,Creswell,Rozario,Creswell Rozario,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOOR O PEDICS INC,(630) 858-8020,546 DUANE ST,GLEN ELLYN,Illinois,60137,,http://www.flooropedics.com,Bill,Palicki,Bill Palicki,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOOR PROS TILE & STONE,(308) 382-7800,2626 OLD FAIR RD,GRAND ISLAND,Nebraska,68803,,http://www.floorprosgi.com,Scherry,Hermansen,Scherry Hermansen,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"FLOOR SHOW LTD, THE",(204) 956-9720,1042 WAVERLEY ST,WINNIPEG,Manitoba,R3T 0P3,,http://www.thefloorshow.ca,Tara,Gudmundson,Tara Gudmundson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOOR TRADER,(785) 841-3838,3000 IOWA ST,LAWRENCE,Kansas,66046,,,Jerry,Jennings,Jerry Jennings,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"FLOOR TRADER OF REDDING, INC",(530) 241-6896,5050 WESTSIDE RD,REDDING,California,96001,,http://www.floortraderredding.com,Randall,Spurgeon,Randall Spurgeon,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOORING AMERICA,(989) 799-8190,2883 McCARTY RD,SAGINAW,Michigan,48603,,http://www.flooringamerica.com,David,Bailey,David Bailey,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOORING AMERICA - CHANDLER,(480) 775-0160,"6909 W RAY RD, STE 5",CHANDLER,Arizona,85226,,,Dale,Schnaible,Dale Schnaible,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOORING AMERICA CARPET STUDIO,(517) 351-6310,2865 JOLLY RD,OKEMOS,Michigan,48864,,http://www.flooringamericalansing.com,Scott,Kemsley,Scott Kemsley,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOORING AMERICA HERNDON,(703) 793-1144,2545-Q16 CENTERVILLE RD,HERNDON,Virginia,20171,,,Abe,Drissi,Abe Drissi,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOORING CANADA KELOWNA,(250) 763-1234,1788 A BARON RD,KELOWNA,British Columbia,V1X 7G9,,http://www.flooringcanadakelowna.ca,Perry,Hildebrandt,Perry Hildebrandt,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOORS & MORE INC,(501) 316-0267,PO BOX 2560,BENTON,Arkansas,72018,,http://www.floorsandmorear.com,Carlton,Billingsley,Carlton Billingsley,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"FLOORS PLUS CARPET ONE, INC",(360) 679-5570,3175 GOLDIE RD,OAK HARBOR,Washington,98277,,,Dennis,Dewispelaere,Dennis Dewispelaere,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
FLOORS TO YOUR HOME,(317) 328-8989,4640 LAFAYETTE RD,INDIANAPOLIS,Indiana,46254,,http://www.floorstoyourhome.com,Brian,Kahn,Brian Kahn,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"FLOORS-A-LOT, INC",(253) 446-1616,"14712 MERIDIAN AVE E, #8",PUYALLUP,Washington,98375,,http://www.floorsalot.com,Will,Neff,Will Neff,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GALLAGHER INTERIORS,(805) 644-7550,4125 MARKET ST #17,VENTURA,California,93003,,,Patrick,Gallagher,Patrick Gallagher,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GALLERY CARPET ONE FLOOR & HOME,(954) 724-8888,8174 N. UNIVERSITY DR,TAMARAC,Florida,33321,,http://www.carpetone.com,Jeff,Glass,Jeff Glass,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GENEVA FLOORING,(858) 547-8069,"9360 ACTIVITY RD, STE D",SAN DIEGO,California,92126,,http://www.genevaflooring.com,Judy,Wells,Judy Wells,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GEORGES CARPET ONE FLOOR & HOME,(410) 879-6440,303 S ATWOOD RD,BEL AIR,Maryland,21014,,http://www.georgesc1.com,George,Houzouris,George Houzouris,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"GLINES CARPET ONE, INC",(530) 673-1450,671-B COLUSA AVE,YUBA CITY,California,95991,,,Mike,Glines,Mike Glines,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GLUTH CONTRACT FLOORING,(425) 493-9100,4428 115TH ST SE,EVERETT,Washington,98208,,http://www.gcflooring.com,Dave,Gluth,Dave Gluth,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GRAYBEALS CARPET PLUS LLC,(574) 722-2215,508 E BROADWAY,LOGANSPORT,Indiana,46947,,http://www.thegraymill.com,William,Graybeal,William Graybeal,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GREAT FLOORS,(208) 884-1975,2855 E FAIRVIEW,MERIDIAN,Idaho,83642,,http://www.greatfloors.com,MORRIS,WEATHERFORD,MORRIS WEATHERFORD,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
GREAT FLOORS,(509) 482-0839,231 E FRANCIS,SPOKANE,Washington,99208,,http://www.greatfloors.com,Steve,Watts,Steve Watts,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HARRIS CARPETS - FLOORING AMERICA,(564) 225-8631,51 CIVIC CENTER BLVD,ANDERSON,South Carolina,28625,,,Scott,Junkins,Scott Junkins,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HATLOES CARPET ONE,(425) 259-5104,3701 RUCKER AVE,EVERETT,Washington,98201,,http://www.hatloes.com,Steve,Hatloe,Steve Hatloe,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"HAWKINS FLOOR CO, INC",(301) 948-5520,"7851 AIR PARK RD, UNIT 213",GAITHERSBURG,Maryland,20879,,http://www.hawkinsfloor.com,Charles,Hawkins,Charles Hawkins,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HERITAGE CARPET & FLOORING,(330) 497-1280,1440 N MAIN ST,N CANTON,Ohio,44720,,http://www.heritage-carpet.com,Dennis,Clay,Dennis Clay,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HIGHLAND FLOORS,(775) 828-2112,4050 S McCARRAN BLVD #F,RENO,Nevada,89502,,,Dennis,Ford,Dennis Ford,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HINELINE HOME FURNITURE,(712) 755-5118,2205 23RD ST,HARLAN,Iowa,51537,,,Gary,Hineline,Gary Hineline,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HOME-BASED CARPET & FLOORING,(513) 373-8540,PO BOX 498869,CINCINNATI,Ohio,45249,,http://www.CincinnatiFloorings.com,Greg,Keairns,Greg Keairns,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HOMEWORKS CARPET ONE,(410) 524-5454,"8403 COASTAL HWY, STE B",OCEAN CITY,Maryland,2724,,http://www.homeworkscarpetone.com,Warren,Hamstead,Warren Hamstead,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"HOOSIER FLOOR COVERING, INC",(812) 323-0100,1180 S LIBERTY DR STE 160,BLOOMINGTON,Indiana,5146,,http://www.carpetspluscolortilein.com,Mark,Dougherty,Mark Dougherty,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HOPKINS CARPET ONE,(952) 933-6422,907 HOPKINS CTR,HOPKINS,Minnesota,55343,,http://www.hopkinscarpetone.com,Dan,Tillman,Dan Tillman,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HOSKING HARDWOOD FLOORING,(508) 643-0810,805 S WASHINGTON ST,NORTH ATTLEBORO,Massachusetts,2760,,http://www.hoskinghardwood.com,Jeff,Hosking,Jeff Hosking,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"HUSKINS FLOOR COVERING, LLC",(989) 391-9491,1723 S HURON RD,KAWKAWLIN,Michigan,48631,,,Albert,Huskins,Albert Huskins,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
IDEAL FLOORS,(972) 283-6600,638 E HWY 67,DUNCANVILLE,Texas,75137,,http://www.idealfloors.com,Kevin,Hames,Kevin Hames,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
JANS ENTERPRISES INC,(630) 350-0455,853 FAIRWAY DR,BENSENVILLE,Illinois,1312,,http://www.jansflooring.com,Carlos,Solano,Carlos Solano,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
KAHULUI CARPET & DRAPERY,(808) 871-1033,296 ALA MAHA ST #Z-3,KAHULUI,Hawaii,96732,,,Mel,Pomroy,Mel Pomroy,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
KEHNES CARPET ONE,(301) 662-1261,1306 W PATRICK ST,FREDERICK,Maryland,21703,,http://www.carpetone.com,Dick,Santora,Dick Santora,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
KENS FLOOR TO CEILING,(415) 454-5367,1914 FOURTH ST,SAN RAFAEL,California,94901,,http://www.kenscarpets.com,Ken,Walpole,Ken Walpole,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"KERN CARPETS, INC",(661) 391-8100,3624 BUCK OWENS BLVD,BAKERSFIELD,California,93308,,http://www.kerncarpetsinc.com,Rosie,Abercrombie,Rosie Abercrombie,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
KERR FLOORS,(714) 374-7040,6491 MANTONA ST,LONG BEACH,California,90815,,,Willis,Kerr,Willis Kerr,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
LEBLANC FLOORS,(206) 852-8969,5030 208TH ST SW #B,LYNNWOOD,Washington,98036,,http://www.LeblancFloors.com,Pieter,Sundgren,Pieter Sundgren,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
LEIFELDS FURNITURE,(402) 395-3387,429 W MAIN,ALBION,Nebraska,68620,,,Jennifer,Leifeld,Jennifer Leifeld,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"LINOLEUM SHOP INC, THE",(509) 327-6661,402 W INDIANA AVE,SPOKANE,Washington,99205,,,Mark,Caruso,Mark Caruso,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
LORRAINE FLOOR COVERING INC.,(718) 482-0068,47-45 31ST PL,LONG ISLAND CITY,New York,11010,,,Louis,Carillo,Louis Carillo,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
LYNDEN FLOOR & DESIGN CORP,(360) 354-4149,2017 FRONT STREET,LYNDEN,Washington,98264,,http://www.lyndenfloordesign.com,Ben,Ryan,Ben Ryan,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
M & L ASSOCIATES,(847) 526-4654,1160 N DATO LN,WAUCONDA,Illinois,60084,,,Mike,Levin,Mike Levin,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MACADAM FLOOR AND DESIGN,(206) 658-2000,"13028 INTERURBAN AVE S, # 116",TUKWILA,Washington,98168,,,Desirae,Schubert,Desirae Schubert,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MAIN FLOOR CARPETS LTD,(403) 527-9900,#4-645 SOUTH RAILWAY ST SE,MEDICINE HAT,Alberta,T1A 2V8,,http://www.mainfloorcarpets.com,Ken,Straarup,Ken Straarup,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MAJESTIC FLOORING & DESIGN,(208) 378-9190,4501 CHINDEN,GARDEN CITY,Idaho,83714,,http://www.majestic-flooring.com,Rod,Bradley,Rod Bradley,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"MAJESTIC FLOORS, INC",(925) 825-0771,5111 PORT CHICAGO HWY,CONCORD,California,94520,,,Vince,Steele,Vince Steele,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MAJOR BRANDS FLOORS / ABBEY CARPET  & FLOOR,(206) 623-3550,2418 1ST AVE S,SEATTLE,Washington,98134,,http://www.abbeycarpet.com,Curt,Stiger,Curt Stiger,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MARDENS INC,(207) 989-1750,564 WILSON ST,BREWER,Maine,4412,,http://www.mardenssurplus.com,David,Marden,David Marden,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"MARTIN GREENBAUM COMPANY, INC",(410) 998-1044,7144 AMBASSADOR RD,BALTIMORE,Maryland,21244,,http://www.mgcarpet.com,Harvey,Greenbaum,Harvey Greenbaum,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"MAXIMUM FLOORING, INC",(718) 843-1010,16450 CROSSBAY BLVD,HOWARD BEACH,New York,11414,,,Eugene,Coizza,Eugene Coizza,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MC CLINCYS,(425) 228-3427,4604 NE 4TH ST,RENTON,Washington,98059,,http://www.mcclincys.com,Tim,McClincy,Tim McClincy,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"MC DANIELS, INC",(575) 762-4481,PO BOX 1050,CLOVIS,New Mexico,88101,,http://www.mcdanielshomefurnishings.com,Mike,Mc Daniel,Mike Mc Daniel,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MC LARENS CARPET ONE FLOOR & HOME,(503) 266-4095,24403 S HWY 99E,CANBY,Oregon,97013,,,Steve,McLaren,Steve McLaren,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MCMURDY FLOORS & INTERIORS,(480) 688-8232,2166 E CRESCENT PL,CHANDLER,Arizona,85249,,,Jeanne,McMurdy,Jeanne McMurdy,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"MESA FLOOR COVERINGS, INC",(505) 287-2631,729 E HIGH ST,GRANTS,New Mexico,87020,,,Danny,Maldonado,Danny Maldonado,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
METRO FLOORING,(858) 549-2900,7340 MIRAMAR RD #C1A,SAN DIEGO,California,92126,,http://www.metroflooring.com,Nat,Koren,Nat Koren,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"MILLERS CARPETS, INC",(765) 429-8899,2228 SAGAMORE PKWY SOUTH,LAFAYETTE,Indiana,47905,,http://www.millersflooringamerica.com,Mark,Miller,Mark Miller,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MIRONS FOR FLOORS,(518) 237-1313,PO BOX 85,COHOES,New York,85,,http://www.mironsforfloors.com,Dick,Miron,Dick Miron,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MODERN DESIGN FLOORING LLC,(813) 571-5566,846 E. BRANDON BLVD,BRANDON,Florida,33511,,http://www.worldoffloorsflorida.com,Frank,Schultz,Frank Schultz,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MOHRS FLOORS,(208) 798-4738,1036 BRYDEN,LEWISTON,Idaho,83501,,,Darrell,Mohr,Darrell Mohr,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MOUNTAIN STATES MARKETING & SALES,(801) 261-4148,3950 SOUTH 300 WEST,SALT LAKE CITY,Utah,84107,,http://www.mountainstatesmarketing.com,Dean,Zekas,Dean Zekas,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MURRAY FLOOR & WINDOW COVERINGS,(406) 373-0055,1343 BROADWATER AVE #1,BILLINGS,Montana,59102,,http://www.floorsandwindowsmt.com,Kevin,Murray,Kevin Murray,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MY FLOORING TEXAS,(940) 565-0199,3008 SOUTH I-35 EAST,DENTON,Texas,76205,,http://www.MyFlooringAmerica.com,Kelby,Frederick,Kelby Frederick,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NEBRASKA CITY UPHOLSTRY & DESIGN,(402) 873-3505,1412 FIRST AVE,NEBRASKA CITY,Nebraska,68410,,http://www.dorothysdecoratetoday.com,Dorothy,Symonsbergen,Dorothy Symonsbergen,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NEBRASKA FURNITURE MART,(402) 392-3420,700 S 72ND ST,OMAHA,Nebraska,68114,,http://www.nfm.com,David,Snedeker,David Snedeker,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NIELSEN BROTHERS CARPET,(206) 783-3040,PO BOX 70524,SEATTLE,Washington,98127,,http://www.nbfloors.com,James,Nielsen,James Nielsen,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NORTHWEST GRANITE & FLOORING LLC,(360) 675-4978,687 MOBIUS LOOP,OAK HARBOR,Washington,98277,,http://www.nwgraniteandflooring.com,Jeremey,Jackson,Jeremey Jackson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NORTHWEST TRENDS / FLOORING AMERICA,(509) 921-9857,11315 E MONTGOMERY DR,SPOKANE,Washington,99206,,,Bud,Scott,Bud Scott,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
OLD TOWN FLOORING,(714) 730-3567,160 E MAIN ST,TUSTIN,California,92780,,http://www.oldtownflooring.com,Mike,Flamme,Mike Flamme,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
OZBURN-HESSEY,(615) 254-1585,402 MURFREESBORO RD,NASHVILLE,Tennessee,951,,,Mark,Poag,Mark Poag,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
P & H FLOORING LLC,(717) 485-4383,659 LINCOLN WAY E,MCCONNELLSBURG,Pennsylvania,17233,,http://www.phflooring.com,Dan,Place,Dan Place,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
P. A. FLOORING DEPOT,(250) 724-5677,2936 3RD AVE,PORT ALBERNI,British Columbia,V9Y 2A7,,,Todd,Rumney,Todd Rumney,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PHILLIPS FLOORING CENTER,(903) 236-4900,1904 JUDSON RD,LONGVIEW,Texas,75605,,http://www.phillipsflooring.com,Rodney,Phillips,Rodney Phillips,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PIONEER CARPET ONE,(208) 734-6015,326 2ND AVE SOUTH,TWIN FALLS,Idaho,83301,,http://www.pioneercarpetone.com,Brent,Compton,Brent Compton,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"POTOMAC TILE & CARPET, INC",(301) 694-0288,918 N EAST ST,FREDERICK,Maryland,21701,,http://www.potomactileandcarpet.com,Paula,Biser,Paula Biser,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
"PRECISION SURFACES, LLC",(262) 388-3730,415 MISTY MEADOWS BLVD,HARTFORD,Wisconsin,53027,,http://www.precision-surfaces.com,Jay,Zurn,Jay Zurn,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROSOURCE OF CHICAGO NORTH,(547) 986-8800,2125 ESTES AVE,ELK GROVE,Illinois,60007,,,Kevin,Mills,Kevin Mills,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROSOURCE OF CHICAGO WEST,(630) 579-0900,2012 CORPORATE LN #136,NAPERVILLE,Illinois,60563,,,Jeff,Bernstein,Jeff Bernstein,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROSOURCE OF CHICAGO WEST LOOP,(312) 829-8800,410 N CARPENTER ST,CHICAGO,Illinois,60622,,,Mark,Stolt,Mark Stolt,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
PROSOURCE OF COLUMBIA,(301) 490-9420,26 W MAIN ST,WESTMINSTER,Maryland,21157,,,Jim,Farrell,Jim Farrell,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
